offerId,hotel_name,image,stars,country,city,start_date,end_date,max_adults,max_children_to_3,max_children_to_10,max_children_to_18,meals,price,room_type,discount,available
2614,FEDRA BOUTIQUE APARTMENTS,https://www.coraltravel.pl/hotels_min/43/69/28048/grecja-kreta-fedra-boutique-apartments-budynek.jpg,3,Grecja,Kreta,2023-06-10,2023-06-17,1,1,2,2,breakfast_lunch,1.00,Room,0,true
2615,FEDRA BOUTIQUE APARTMENTS,https://www.coraltravel.pl/hotels_min/43/69/28048/grecja-kreta-fedra-boutique-apartments-budynek.jpg,3,Grecja,Kreta,2023-10-26,2023-11-09,3,1,2,1,breakfast_lunch,1.00,Villa,0,true
2616,FEDRA BOUTIQUE APARTMENTS,https://www.coraltravel.pl/hotels_min/43/69/28048/grecja-kreta-fedra-boutique-apartments-budynek.jpg,3,Grecja,Kreta,2023-08-16,2023-08-23,4,0,1,2,breakfast_lunch,1.00,Villa,0,true
2617,FEDRA BOUTIQUE APARTMENTS,https://www.coraltravel.pl/hotels_min/43/69/28048/grecja-kreta-fedra-boutique-apartments-budynek.jpg,3,Grecja,Kreta,2023-01-22,2023-01-29,2,1,1,2,breakfast_lunch,1.00,Villa,0,true
2618,FEDRA BOUTIQUE APARTMENTS,https://www.coraltravel.pl/hotels_min/43/69/28048/grecja-kreta-fedra-boutique-apartments-budynek.jpg,3,Grecja,Kreta,2023-01-10,2023-01-24,3,1,0,1,breakfast_lunch,1.00,Suite,0,true
2619,FEDRA BOUTIQUE APARTMENTS,https://www.coraltravel.pl/hotels_min/43/69/28048/grecja-kreta-fedra-boutique-apartments-budynek.jpg,3,Grecja,Kreta,2023-08-16,2023-08-26,2,2,0,2,breakfast_lunch,1.00,Room,0,true
2620,ACHOUSA HOTEL,https://www.coraltravel.pl/hotels_min/43/70/4763/grecja-rodos-achousa-hotel-wakacje-grecja.jpg,3,Grecja,Rodos,2023-12-11,2023-12-21,4,1,1,1,all_inclusive,1.00,Studio,0,true
2621,ACHOUSA HOTEL,https://www.coraltravel.pl/hotels_min/43/70/4763/grecja-rodos-achousa-hotel-wakacje-grecja.jpg,3,Grecja,Rodos,2023-01-28,2023-02-04,3,2,1,0,breakfast_only,1.00,Room,0,true
2622,ACHOUSA HOTEL,https://www.coraltravel.pl/hotels_min/43/70/4763/grecja-rodos-achousa-hotel-wakacje-grecja.jpg,3,Grecja,Rodos,2023-01-19,2023-02-02,3,1,1,2,all_inclusive,1.00,Suite,0,true
2623,ACHOUSA HOTEL,https://www.coraltravel.pl/hotels_min/43/70/4763/grecja-rodos-achousa-hotel-wakacje-grecja.jpg,3,Grecja,Rodos,2023-08-13,2023-08-23,1,2,2,0,all_inclusive,1.00,Suite,0,true
2624,ACHOUSA HOTEL,https://www.coraltravel.pl/hotels_min/43/70/4763/grecja-rodos-achousa-hotel-wakacje-grecja.jpg,3,Grecja,Rodos,2023-02-15,2023-03-01,2,2,0,1,all_inclusive,1.00,Villa,0,true
2625,ACHOUSA HOTEL,https://www.coraltravel.pl/hotels_min/43/70/4763/grecja-rodos-achousa-hotel-wakacje-grecja.jpg,3,Grecja,Rodos,2023-06-03,2023-06-10,1,1,2,1,breakfast_only,1.00,Studio,0,true
2626,ACHOUSA HOTEL,https://www.coraltravel.pl/hotels_min/43/70/4763/grecja-rodos-achousa-hotel-wakacje-grecja.jpg,3,Grecja,Rodos,2023-06-24,2023-07-08,2,0,1,2,breakfast_only,1.00,Suite,0,true
2627,ACHOUSA HOTEL,https://www.coraltravel.pl/hotels_min/43/70/4763/grecja-rodos-achousa-hotel-wakacje-grecja.jpg,3,Grecja,Rodos,2023-09-29,2023-10-06,2,1,1,0,breakfast_only,1.00,Suite,0,true
2628,ACHOUSA HOTEL,https://www.coraltravel.pl/hotels_min/43/70/4763/grecja-rodos-achousa-hotel-wakacje-grecja.jpg,3,Grecja,Rodos,2023-07-19,2023-07-29,4,2,0,0,breakfast_only,1.00,Room,0,true
2629,ACHOUSA HOTEL,https://www.coraltravel.pl/hotels_min/43/70/4763/grecja-rodos-achousa-hotel-wakacje-grecja.jpg,3,Grecja,Rodos,2023-12-25,2024-01-04,3,0,0,0,breakfast_only,1.00,Villa,0,true
2630,ACHOUSA HOTEL,https://www.coraltravel.pl/hotels_min/43/70/4763/grecja-rodos-achousa-hotel-wakacje-grecja.jpg,3,Grecja,Rodos,2023-02-26,2023-03-12,3,2,1,0,breakfast_lunch,1.00,Suite,10,true
2631,ACHOUSA HOTEL,https://www.coraltravel.pl/hotels_min/43/70/4763/grecja-rodos-achousa-hotel-wakacje-grecja.jpg,3,Grecja,Rodos,2023-03-22,2023-04-05,3,0,1,2,breakfast_only,1.00,Suite,25,true
2632,ACHOUSA HOTEL,https://www.coraltravel.pl/hotels_min/43/70/4763/grecja-rodos-achousa-hotel-wakacje-grecja.jpg,3,Grecja,Rodos,2023-11-06,2023-11-16,4,0,0,1,all_inclusive,1.00,Suite,0,true
2633,ACHOUSA HOTEL,https://www.coraltravel.pl/hotels_min/43/70/4763/grecja-rodos-achousa-hotel-wakacje-grecja.jpg,3,Grecja,Rodos,2023-09-10,2023-09-17,4,1,1,2,all_inclusive,1.00,Studio,0,true
2634,ACHOUSA HOTEL,https://www.coraltravel.pl/hotels_min/43/70/4763/grecja-rodos-achousa-hotel-wakacje-grecja.jpg,3,Grecja,Rodos,2023-05-08,2023-05-22,1,0,2,0,all_inclusive,1.00,Room,0,true
2635,ACHOUSA HOTEL,https://www.coraltravel.pl/hotels_min/43/70/4763/grecja-rodos-achousa-hotel-wakacje-grecja.jpg,3,Grecja,Rodos,2023-05-15,2023-05-25,4,1,2,1,all_inclusive,1.00,Villa,0,true
2636,ACHOUSA HOTEL,https://www.coraltravel.pl/hotels_min/43/70/4763/grecja-rodos-achousa-hotel-wakacje-grecja.jpg,3,Grecja,Rodos,2023-08-04,2023-08-14,3,2,2,0,all_inclusive,1.00,Suite,0,true
2637,KRI KRI VILLAGE,https://www.coraltravel.pl/hotels_min/12/69/17409/grecja-kreta-kri-kri-village-widok-na-basen.jpg,2,Grecja,Kreta,2023-09-21,2023-10-05,3,1,1,1,breakfast_lunch,1.00,Suite,0,true
2638,KRI KRI VILLAGE,https://www.coraltravel.pl/hotels_min/12/69/17409/grecja-kreta-kri-kri-village-widok-na-basen.jpg,2,Grecja,Kreta,2023-11-04,2023-11-14,1,1,2,0,breakfast_lunch,1.00,Suite,0,true
2639,KRI KRI VILLAGE,https://www.coraltravel.pl/hotels_min/12/69/17409/grecja-kreta-kri-kri-village-widok-na-basen.jpg,2,Grecja,Kreta,2023-12-30,2024-01-06,3,2,0,0,breakfast_only,1.00,Suite,10,true
2640,KRI KRI VILLAGE,https://www.coraltravel.pl/hotels_min/12/69/17409/grecja-kreta-kri-kri-village-widok-na-basen.jpg,2,Grecja,Kreta,2023-08-24,2023-09-03,2,1,2,1,breakfast_lunch,1.00,Room,0,true
2641,KRI KRI VILLAGE,https://www.coraltravel.pl/hotels_min/12/69/17409/grecja-kreta-kri-kri-village-widok-na-basen.jpg,2,Grecja,Kreta,2023-01-18,2023-01-25,1,0,0,2,all_inclusive,1.00,Suite,0,true
2642,KRI KRI VILLAGE,https://www.coraltravel.pl/hotels_min/12/69/17409/grecja-kreta-kri-kri-village-widok-na-basen.jpg,2,Grecja,Kreta,2023-06-25,2023-07-09,3,2,0,0,breakfast_only,1.00,Room,0,true
2643,KRI KRI VILLAGE,https://www.coraltravel.pl/hotels_min/12/69/17409/grecja-kreta-kri-kri-village-widok-na-basen.jpg,2,Grecja,Kreta,2023-08-15,2023-08-25,1,0,0,1,breakfast_lunch,1.00,Room,0,true
2644,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-12-12,2023-12-26,1,1,2,1,all_inclusive,1.00,Villa,0,true
2645,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-08-13,2023-08-20,2,1,1,0,all_inclusive,1.00,Room,0,true
2646,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-04-28,2023-05-12,4,1,2,1,all_inclusive,1.00,Villa,0,true
2647,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-10-07,2023-10-21,3,1,2,2,all_inclusive,1.00,Studio,0,true
2648,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-02-21,2023-02-28,1,2,0,0,breakfast_lunch,1.00,Room,0,true
2649,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-05-22,2023-06-01,4,1,1,2,breakfast_lunch,1.00,Suite,0,true
2650,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-06-09,2023-06-19,1,1,1,2,breakfast_lunch,1.00,Studio,0,true
2651,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-08-29,2023-09-08,4,1,0,1,all_inclusive,1.00,Room,25,true
2652,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-11-13,2023-11-27,1,0,0,1,breakfast_only,1.00,Studio,0,true
2653,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-05-08,2023-05-18,4,1,1,0,breakfast_only,1.00,Villa,0,true
2654,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-11-14,2023-11-24,2,0,1,1,breakfast_only,1.00,Suite,0,true
2655,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-04-04,2023-04-14,2,0,1,2,all_inclusive,1.00,Studio,0,true
2656,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-11-20,2023-11-30,3,2,2,1,breakfast_lunch,1.00,Villa,0,true
2657,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-08-01,2023-08-11,3,0,2,2,breakfast_lunch,1.00,Suite,0,true
2658,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-12-19,2024-01-02,2,0,0,1,all_inclusive,1.00,Studio,0,true
2659,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-08-02,2023-08-09,4,2,2,1,all_inclusive,1.00,Suite,0,true
2660,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-04-17,2023-04-27,1,1,2,2,breakfast_only,1.00,Suite,0,true
2661,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-10-12,2023-10-26,1,2,0,2,breakfast_lunch,1.00,Villa,0,true
2662,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-06-11,2023-06-18,4,1,1,2,all_inclusive,1.00,Suite,0,true
2663,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-11-16,2023-11-26,2,2,1,2,breakfast_only,1.00,Studio,10,true
2664,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-03-30,2023-04-09,1,1,0,1,all_inclusive,1.00,Studio,0,true
2665,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-05-23,2023-06-06,4,0,1,2,breakfast_only,1.00,Studio,0,true
2666,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-06-29,2023-07-09,1,0,2,1,breakfast_lunch,1.00,Suite,0,true
2667,HOTEL HELENI BEACH,https://www.coraltravel.pl/hotels_min/43/70/18448/grecja-rodos-hotel-heleni-beach-grecja-wakacje.jpg,2,Grecja,Rodos,2023-08-09,2023-08-23,2,0,1,0,all_inclusive,1.00,Suite,0,true
2668,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-09-05,2023-09-12,3,0,1,1,breakfast_lunch,1.00,Suite,0,true
2669,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-05-28,2023-06-11,2,2,1,0,all_inclusive,1.00,Villa,0,true
2670,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-03-24,2023-04-07,1,2,0,1,all_inclusive,1.00,Villa,50,true
2671,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-09-07,2023-09-14,2,0,0,1,breakfast_lunch,1.00,Villa,0,true
2672,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-12-29,2024-01-08,1,2,0,0,breakfast_only,1.00,Studio,0,true
2673,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-07-23,2023-07-30,3,2,2,2,breakfast_only,1.00,Room,0,true
2674,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-05-10,2023-05-17,3,1,2,2,breakfast_lunch,1.00,Room,0,true
2675,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-10-20,2023-10-30,2,2,1,0,breakfast_lunch,1.00,Suite,0,true
2676,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-02-13,2023-02-23,4,2,1,2,all_inclusive,1.00,Room,0,true
2677,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-09-04,2023-09-18,3,0,1,1,all_inclusive,1.00,Room,0,true
2678,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-06-13,2023-06-23,1,2,2,2,breakfast_only,1.00,Room,0,true
2679,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-05-08,2023-05-18,4,1,0,1,all_inclusive,1.00,Studio,0,true
2680,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-10-01,2023-10-11,1,2,0,2,breakfast_lunch,1.00,Studio,0,true
2681,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-10-12,2023-10-26,4,1,0,2,all_inclusive,1.00,Studio,0,true
2682,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-04-29,2023-05-09,4,2,2,2,breakfast_only,1.00,Villa,0,true
2683,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-01-21,2023-02-04,2,2,2,1,all_inclusive,1.00,Studio,0,true
2684,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-02-26,2023-03-08,1,0,2,2,breakfast_only,1.00,Room,0,true
2685,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-06-18,2023-06-25,3,1,1,2,breakfast_only,1.00,Room,0,true
2686,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-03-08,2023-03-15,3,2,0,1,breakfast_only,1.00,Suite,0,true
2687,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-12-14,2023-12-21,3,0,2,1,breakfast_lunch,1.00,Room,0,true
2688,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-08-09,2023-08-16,4,1,1,1,breakfast_lunch,1.00,Villa,0,true
2689,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-06-10,2023-06-24,4,0,2,0,breakfast_lunch,1.00,Villa,0,true
2690,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-11-09,2023-11-23,2,0,2,1,breakfast_lunch,1.00,Suite,0,true
2691,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-12-28,2024-01-11,4,1,0,2,breakfast_lunch,1.00,Room,0,true
2692,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-04-11,2023-04-21,1,2,0,2,all_inclusive,1.00,Room,10,true
2693,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-08-07,2023-08-21,2,2,0,0,breakfast_lunch,1.00,Villa,0,true
2694,YAMAN LIFE HOTEL,https://www.coraltravel.pl/hotels_min/1/3/34444/turcja-alanya-yaman-life-hotel-widok-z-balkonu.jpg,3,Turcja,Alanya,2023-11-27,2023-12-04,4,2,0,1,breakfast_lunch,1.00,Studio,0,true
2695,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-07-11,2023-07-25,3,1,0,0,all_inclusive,1.00,Villa,0,true
2696,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-09-13,2023-09-23,1,2,0,2,breakfast_only,1.00,Studio,0,true
2697,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-09-14,2023-09-24,3,1,2,0,all_inclusive,1.00,Room,0,true
2698,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-04-29,2023-05-09,4,1,0,2,all_inclusive,1.00,Villa,0,true
2699,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-09-06,2023-09-13,4,0,2,1,all_inclusive,1.00,Suite,0,true
2700,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-05-14,2023-05-21,4,0,0,2,breakfast_lunch,1.00,Studio,50,true
2701,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-12-15,2023-12-29,3,2,1,2,breakfast_only,1.00,Studio,0,true
2702,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-11-28,2023-12-08,1,1,0,2,breakfast_lunch,1.00,Studio,0,true
2703,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-07-26,2023-08-09,1,1,1,2,breakfast_lunch,1.00,Villa,0,true
2704,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-08-20,2023-08-30,4,2,2,2,breakfast_only,1.00,Villa,0,true
2705,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-03-09,2023-03-23,2,0,1,1,breakfast_lunch,1.00,Studio,0,true
2706,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-01-22,2023-01-29,3,1,0,1,all_inclusive,1.00,Villa,0,true
2707,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-11-21,2023-11-28,3,1,1,2,all_inclusive,1.00,Villa,0,true
2708,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-02-04,2023-02-14,3,0,0,1,breakfast_lunch,1.00,Room,0,true
2709,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-11-03,2023-11-10,2,0,0,0,all_inclusive,1.00,Suite,0,true
2710,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-10-29,2023-11-08,2,1,1,1,breakfast_lunch,1.00,Studio,0,true
2711,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-06-20,2023-06-27,3,0,0,1,all_inclusive,1.00,Villa,0,true
2712,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-01-28,2023-02-04,1,0,1,1,breakfast_only,1.00,Suite,0,true
2713,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-07-09,2023-07-23,4,0,2,0,breakfast_only,1.00,Studio,10,true
2714,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-10-02,2023-10-09,2,0,0,2,breakfast_only,1.00,Suite,0,true
2715,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-06-11,2023-06-25,2,1,2,1,breakfast_lunch,1.00,Room,0,true
2716,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-10-24,2023-10-31,1,0,1,0,breakfast_lunch,1.00,Villa,0,true
2717,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-08-08,2023-08-15,2,2,1,1,breakfast_only,1.00,Room,0,true
2718,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-12-22,2023-12-29,1,2,1,2,all_inclusive,1.00,Room,0,true
2719,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-12-26,2024-01-05,1,1,0,1,breakfast_only,1.00,Villa,0,true
2720,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-04-04,2023-04-14,2,0,2,0,all_inclusive,1.00,Studio,0,true
2721,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-11-18,2023-11-25,4,0,2,0,breakfast_only,1.00,Villa,0,true
2722,IRENE APARTMENTS MALIA,https://www.coraltravel.pl/hotels_min/43/69/22872/grecja-kreta-irene-apartments-malia-wejscie.jpg,2,Grecja,Kreta,2023-12-02,2023-12-16,2,2,0,0,breakfast_only,1.00,Suite,0,true
